access,ai,allow,appear,away,ban,base,behavior,best,bit,block,build,cartoon,child,chine,classroom,click,code,construct,creat,crush,daughter,depart,digit,fall,fed,follow,game,giant,good,govern,grow,ha,help,high,home,just,lead,leader,learn,left,life,like,live,longer,look,maintain,make,medium,micro,misinform,mission,need,network,new,non,nonprofit,number,partnership,past,play,popular,post,problem,profit,program,prompt,public,question,rais,rang,recommend,report,school,sever,share,sharpen,short,sick,skill,social,special,stack,stand,state,stead,student,teach,teacher,tech,today,tool,tri,use,user,video,way,weight,wonder,write,Label
0.0,0.2995954953564595,0.0,0.0,0.0,0.20126446837071546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599190990712919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995954953564595,0.0,0.0,0.0,0.2560833227454663,0.0,0.0,0.0,0.0,0.0,0.0,0.2560833227454663,0.0,0.0,0.0,0.0,0.0,0.0,0.22521094496673313,0.0,0.0,0.0,0.0,0.0,0.0,0.2995954953564595,0.0,0.0,0.0,0.0,0.1816987723557399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22521094496673313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2560833227454663,0.0,0.0,0.0,education
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35981959397646446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827942816214568,0.0,0.0,0.0,0.0,0.35981959397646446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4209580238986785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4209580238986785,0.0,0.0,0.0,0.0,0.0,0.35981959397646446,0.4209580238986785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,education
0.0,0.0,0.26692426812312375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3122784704355506,0.0,0.0,0.3122784704355506,0.3122784704355506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26692426812312375,0.0,0.0,0.0,0.0,0.0,0.0,0.3122784704355506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37878149431958336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26692426812312375,0.0,0.2347449494722186,0.0,0.0,0.0,0.0,0.26692426812312375,0.0,0.26692426812312375,0.0,0.2347449494722186,0.0,0.0,0.0,0.0,education
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3512687416039013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2359779023047154,0.0,0.0,0.0,0.0,0.30025173248856124,0.0,0.3512687416039013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30025173248856124,0.0,0.3512687416039013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30025173248856124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30025173248856124,0.0,0.0,0.3512687416039013,0.0,0.0,0.0,0.0,0.0,0.30025173248856124,0.0,0.0,0.0,education
0.0,0.0,0.0,0.0,0.0,0.0,0.4749720179150722,0.0,0.2374860089575361,0.2374860089575361,0.0,0.0,0.0,0.20299439484911527,0.0,0.0,0.0,0.2374860089575361,0.0,0.0,0.0,0.0,0.0,0.2374860089575361,0.0,0.0,0.0,0.0,0.2374860089575361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2374860089575361,0.0,0.2374860089575361,0.0,0.0,0.0,0.2374860089575361,0.2374860089575361,0.0,0.2374860089575361,0.0,0.0,0.0,0.0,0.0,0.2374860089575361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2374860089575361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2374860089575361,education
0.0,0.0,0.0,0.0,0.0,0.22020870842646617,0.0,0.0,0.0,0.0,0.0,0.0,0.3277952517744688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3277952517744688,0.0,0.28018744792780415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28018744792780415,0.0,0.0,0.0,0.0,0.3277952517744688,0.0,0.24640917354215033,0.0,0.28018744792780415,0.0,0.0,0.3277952517744688,0.0,0.0,0.0,0.0,0.0,0.0,0.19880136969548562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28018744792780415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3277952517744688,0.0,0.0,education
0.3231518426558949,0.0,0.0,0.0,0.0,0.2170893248504028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762184308551803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3231518426558949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6463036853117898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19598523344021088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2429186452409256,0.0,0.2762184308551803,0.0,0.0,0.0,0.0,0.2762184308551803,0.0,0.0,0.0,0.0,0.0,0.0,education
0.0,0.0,0.0,0.21656091591720616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18510838709005306,0.0,0.3702167741801061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3702167741801061,0.0,0.21656091591720616,0.0,0.0,0.0,0.14548288705106516,0.0,0.0,0.0,0.0,0.0,0.18510838709005306,0.0,0.21656091591720616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21656091591720616,0.0,0.21656091591720616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21656091591720616,0.0,0.0,0.0,0.0,0.0,0.21656091591720616,0.0,0.0,0.43312183183441233,0.0,0.0,0.0,0.21656091591720616,0.0,0.21656091591720616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1627924627456308,0.0,0.0,0.0,0.0,education
0.0,0.0,0.20435660183012988,0.0,0.0,0.32122140859807496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23907967413994524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23907967413994524,0.0,0.0,0.0,0.23907967413994524,0.23907967413994524,0.0,0.0,0.0,0.0,0.0,0.23907967413994524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20435660183012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23907967413994524,0.0,0.0,0.0,0.1797201899559028,0.0,0.0,0.0,0.0,0.0,0.23907967413994524,0.0,0.0,0.0,0.0,0.0,0.1449971176460874,0.23907967413994524,0.23907967413994524,0.0,0.23907967413994524,0.0,0.0,0.23907967413994524,0.0,0.0,0.0,0.20435660183012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23907967413994524,0.1797201899559028,0.0,0.0,0.0,0.0,education
0.0,0.0,0.0,0.0,0.17075624220969837,0.0,0.0,0.17075624220969837,0.0,0.0,0.5122687266290952,0.0,0.0,0.0,0.0,0.0,0.17075624220969837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11471188599957395,0.0,0.17075624220969837,0.17075624220969837,0.0,0.0,0.14595621951044935,0.0,0.0,0.14595621951044935,0.0,0.0,0.17075624220969837,0.0,0.0,0.0,0.0,0.0,0.0,0.17075624220969837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14595621951044935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17075624220969837,0.5122687266290952,0.0,0.0,0.0,0.0,0.14595621951044935,0.0,0.0,0.0,0.2919124390208987,0.17075624220969837,0.0,0.0,0.0,0.0,0.0,0.17075624220969837,0.0,education
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3614774349846054,0.0,0.0,0.0,0.3614774349846054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617955503891859,0.0,0.0,0.0,0.0,0.3089777519459295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3614774349846054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3614774349846054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,education
